sample,orf,mapped_reads,amplicons,gRNA_count,sgRNA_HQ_count,sgRNA_LQ_count,sgRNA_LLQ_count,gRHPT,sgRPTg_HQ,sgRPTg_LQ,sgRPTg_LLQ,sgRPTg_ALL,sgRPHT_HQ,sgRPHT_LQ,sgRPHT_LLQ,sgRPHT_ALL
VA_GLA2_24,ORF6,628001,89,15090,10,0,3,2402.8624158241787,0.6626905235255136,0,0.1988071570576541,0.8614976805831677,1.5923541523023053,0,0.4777062456906916,2.070060397992997
VA_GLA2_24,ORF7a,628001,90|91|92,13936,5,0,7,2219.1047466484924,1.4152278516841212,0,1.8047697215375196,3.219997573221641,0.7961770761511526,0,1.1146479066116137,1.9108249827627664
VA_GLA2_24,ORF8,628001,92,4610,0,0,2,734.0752642113628,0,0,0.4338394793926247,0.4338394793926247,0,0,0.31847083046046104,0.31847083046046104
VA_GLA2_24,N,628001,93|94|95|96,24349,118,38,9,3877.2231254408835,22.584852001307844,7.020235347893463,1.4146184681800986,31.019705817381404,18.789778997167204,6.05094577874876,1.4331187370720748,26.27384351298804
VA_GLA2_24,N*,628001,96|97,12805,0,0,3,2039.009492023102,0,0,0.4555900969618797,0.4555900969618797,0,0,0.47770624569069153,0.47770624569069153
VA_GLA2_24,ORF10,628001,98,5058,0,0,29,805.4127302345061,0,0,5.733491498616054,5.733491498616054,0,0,4.617827041676685,4.617827041676685
VA_GLA2_48,ORF1a,246011,1|2|3|4|5|6,9137,2146,562,47,3714.0615663527246,20089.348593540166,5175.8091767576,428.47604517782673,25693.633815475594,872.3187174557236,228.4450695294113,19.104836775591338,1119.8686237607262
VA_GLA2_48,S,246011,72|73,5494,13,5,2,2233.2334732999743,4.798818752307124,1.8356260433835483,0.7382798080472499,7.372724603737923,5.284316554950795,2.0324294442118442,0.8129717776847377,8.129717776847377
VA_GLA2_48,ORF3a,246011,84|85|86|87|88,6928,8,4,19,2816.1342378999316,8.493247009605936,4.840289146539287,15.652901160507582,28.986437316652804,3.251887110738951,1.6259435553694754,7.723231888005008,12.601062554113435
VA_GLA2_48,E,246011,87|88|89|90|92,13204,4,2,100,5367.239676274639,2.487221753096115,1.3917884481558802,56.21876572112209,60.09777592237408,1.6259435553694754,0.8129717776847377,40.64858888423689,43.0875042172911
VA_GLA2_48,M,246011,88|89|90|92,12167,32,7,9,4945.713809545103,7.482907393558976,2.047354201400931,3.439142649556811,12.969404244516717,13.007548442955803,2.845401221896582,3.65837299958132,19.511322664433706
