sample,reads,orf,mapped_reads,amplicons,gRNA_count,sgRNA_HQ_count,sgRNA_LQ_count,sgRNA_LLQ_count,gRHPT,sgRPTg_HQ,sgRPTg_LQ,sgRPTg_LLQ,sgRPTg_ALL,sgRPHT_HQ,sgRPHT_LQ,sgRPHT_LLQ,sgRPHT_ALL
SHEF-BFDFA,10000,N*,10082,,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEF-BFDFA,10000,ORF10,10082,,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEF-BFDFA,200000,ORF1a,201796,1|2,3215,1013,266,17,1593.19312573094,24177.6630242673,6319.27858976132,414.634146341463,30911.5757603701,501.992110844615,131.816289718329,8.42434934290075,642.232749905846
SHEF-BFDFA,200000,S,201796,71,814,20,8,1,403.377668536542,24.5700245700246,9.82800982800983,1.22850122850123,35.6265356265356,9.91099922694206,3.96439969077682,0.495549961347103,14.370948879066
SHEF-BFDFA,200000,ORF3a,201796,84|85,2377,0,1,1,1177.92225812206,0,2.85714285714286,0.493339911198816,3.35048276834167,0,0.495549961347103,0.495549961347103,0.991099922694206
SHEF-BFDFA,200000,E,201796,87,2748,26,4,54,1361.77129378184,9.46142649199418,1.45560407569141,19.6506550218341,30.5676855895196,12.8842989950247,1.98219984538841,26.7596979127436,41.6261967531566
SHEF-BFDFA,200000,M,201796,87|88,5092,103,27,4,2523.34040317945,37.5445250905406,9.82532751091703,1.45560407569141,48.825456677149,51.0416460187516,13.3798489563718,1.98219984538841,66.4036948205118
SHEF-BFDFA,200000,ORF6,201796,89,91,2,0,0,45.0950464825864,21.978021978022,0,0,21.978021978022,0.991099922694206,0,0,0.991099922694206
SHEF-BFDFA,200000,ORF7a,201796,90|91,1820,1,0,4,901.900929651727,2.77008310249307,0,2.74160383824537,5.51168694073845,0.495549961347103,0,1.98219984538841,2.47774980673552
SHEF-BFDFA,200000,ORF8,201796,92,2101,0,0,2,1041.15046879026,0,0,0.951927653498334,0.951927653498334,0,0,0.991099922694206,0.991099922694206
SHEF-BFDFA,200000,N,201796,93,4029,78,23,5,1996.57079426748,19.3596425912137,5.70861255894763,1.24100273020601,26.3092578803673,38.652896985074,11.3976491109834,2.47774980673552,52.5282959027929
SHEF-BFDFA,200000,N*,201796,,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEF-BFDFA,200000,ORF10,201796,97|98,2755,0,0,5,1365.24014351127,0,0,8.06747811232116,8.06747811232116,0,0,2.47774980673552,2.47774980673552
SHEF-BFDFA,500000,ORF1a,504328,1|2,8057,2447,667,47,1597.57142177313,20493.4767163986,5566.11767745269,401.709401709402,26461.3037955607,485.200107866309,132.255198997478,9.31933186339049,626.774638727178
SHEF-BFDFA,500000,S,504328,71|72,8496,66,22,2,1684.61794705033,29.8119141131572,10.036496350365,0.912408759124087,40.7608192226463,13.0867213400803,4.36224044669342,0.396567313335766,17.8455291001095
SHEF-BFDFA,500000,ORF3a,504328,84|85,5914,2,2,0,1172.64954553386,1.35283266782079,2.3094688221709,0,3.66230148999169,0.396567313335766,0.396567313335766,0,0.793134626671531
SHEF-BFDFA,500000,E,504328,87,6751,43,14,160,1338.61296616488,6.36942675159236,2.07376684935565,23.7001925640646,32.1433861650126,8.52619723671896,2.77597119335036,31.7253850668612,43.0275534969306
SHEF-BFDFA,500000,M,504328,87|88,12613,257,61,9,2500.95176155201,38.0908983447415,9.05816245376236,1.33313583172863,48.4821966302325,50.9588997636459,12.0953030567409,1.78455291001095,64.8387557303977
SHEF-BFDFA,500000,ORF6,504328,89|90,4050,5,0,0,803.048809504925,9.51875923561929,0,0,9.51875923561929,0.991418283339414,0,0,0.991418283339414
SHEF-BFDFA,500000,ORF7a,504328,90|91,4701,2,1,14,932.131469995717,2.27272727272727,1.13636363636364,3.66396231353049,7.0730532226214,0.396567313335766,0.198283656667883,2.77597119335036,3.37082216335401
SHEF-BFDFA,500000,ORF8,504328,92,5007,0,0,7,992.806268936089,0,0,1.39804274016377,1.39804274016377,0,0,1.38798559667518,1.38798559667518
SHEF-BFDFA,500000,N,504328,93,10125,204,65,7,2007.62202376231,20.1481481481481,6.41975308641975,0.691358024691358,27.2592592592593,40.4498659602481,12.8884376834124,1.38798559667518,54.7262892403357
SHEF-BFDFA,500000,N*,504328,,0,0,0,0,0,0,0,0,0,0,0,0,0
SHEF-BFDFA,500000,ORF10,504328,97|98,6811,0,0,17,1350.50998556495,0,0,11.8837796216162,11.8837796216162,0,0,3.37082216335401,3.37082216335401
